x	Y_20181208_15692_30_1g	Y_20181208_15692_31_2g	Y_20181208_15692_32_7g	Y_20181208_15692_32_9g	Y_20181208_15692_33_7g	Y_20181208_15692_34_3g	Y_20181208_15692_36_12g	Y_20181208_15692_36_3g	Y_20181208_15692_36_7g	Y_20181208_15692_37_16g	Y_20181208_15692_37_20g	Y_20181208_15692_40_4g	Y_20181208_15692_41_2g	Y_20181208_15692_41_6g	Y_20181208_15692_41_7g	Y_20181208_15692_42_2g	Y_20181208_15692_44_11g	Y_20181208_15692_44_19g	Y_20181208_15692_44_8g	Y_20181208_15692_45_12g	Y_20181208_15692_45_16g	Y_20181208_15692_46_5g	Y_20181208_15692_47_1g	Y_20181208_15692_6_1g	Y_20181208_15692_6_5g	Y_20181208_15692_6_6g	Y_20181208_15692_7_1g	Y_20181208_15692_8_10g	Y_20181208_15692_8_1g
1.3342	17349.1504	15268.5049	17520.875	15477.3193	13149.6562	14579.4023	13623.6963	16973.6211	13912.7773	12489.1348	15528.3828	15983.4912	13632.9023	14312.248	13690.7139	13284.1133	13961.9844	14458.7744	12790.6641	16092.0127	15182.5684	14246.2266	15380.5879	12486.6162	16787.3594	14615.5264	13167.6992	12284.2529	14657.4385
1.4676	16466.1719	14594.6426	16930.2207	15789.8027	13053.0566	14256.4238	13364.1719	16002.5928	13512.2998	12980.2852	14894.1973	15811.2988	13319.0625	14535.0195	13355.5732	12394.9316	13396.8232	15029.1924	12655.3174	15996.5654	15573.1377	14245.8262	15473.4316	11298.6738	16542.1133	14844.1768	12212.6699	11417.9385	14011.6934
1.6011	16151.2549	14392.1738	15084.9551	14739.1025	11991.4795	14499.1924	13030.6807	16973.582	13507.1797	12966.1006	14291.5762	13854.8203	14194.5752	14346.1016	13348.4609	11852.4707	13403.5811	14441.3701	12730.1836	15397.0459	13949.0723	13992.0693	14700.8291	11458.7236	16046.8252	14637.666	11195.4785	11241.543	14094.3574
1.7345	15259.7539	14694.8398	15289.6279	13803.3574	11533.5439	14921.3711	13365.1582	17244.0508	13134.8984	12536.6562	13846.1318	13307.8652	13685.125	13502.6963	13198.6201	11708.2949	13684.6494	14558.4141	12147.0088	13665.9502	13053.3164	13166.4824	13405.3564	11523.5469	16573.9414	13535.0693	11556.8389	11592.2949	14712.5898
1.8679	13823.6963	15614.7725	14569.5107	14957.5	11565.9551	13996.2949	12620.832	15937.0977	12150.2549	13249.6748	14269.6104	12164.376	13091.7979	12688.415	12556.5537	11459.6797	13339.2998	13808.3027	11812.2881	13094.4141	12519.0176	13022.9785	12556.7939	10940.4814	16244.3828	13277.7754	11334.7217	11166.7275	14595.0205
2.0013	13678.6982	14240.8779	14210.6934	13376.0713	11530.5479	13293.4277	12786.2969	13910.9033	12707.2852	13559.0312	15540.5479	12128.9404	13434.6514	12504.1592	12732.7725	11210.8867	13660.9053	12928.0947	11428.7539	12361.3711	13011.0059	12561.2842	12524.4355	10667.0068	16884.9102	12970.2812	10770.6826	11159.0811	14881.5303
2.1347	13648.7881	14245.5908	13045.2285	13191.6182	12565.5664	13198.335	12021.2061	13174.0332	12710.2139	12879.207	14445.6416	12228.7578	12684.9326	11757.6045	12923.0615	11340.6328	13147.9326	12152.8203	11333.3047	11460.7266	11670.3701	13733.2764	12122.1924	10895.5811	15167.6016	14050.958	10673.5078	11406.6943	13798.9551
2.2682	13554.9443	13064.3535	13349.1816	13274.1436	13028.4199	13439.2666	12202.0527	12503.165	12563.6572	11791.5176	12835.2061	12970.207	11996.4814	11426.9043	12381.8145	11657.29	12566.7539	12616.4326	11952.8779	11417.4463	12273.1738	14554.0977	11580.6846	10969.9316	14172.1055	12726.3027	11034.668	NaN	13054.2139
2.4016	12642.3789	12534.8018	13204.3311	13431.7998	NaN	13726.4912	12737.9238	12680.7324	12870.0498	12483.6953	12649.2256	14194.3213	12301.5957	11353.0137	12007.5	12023.9736	12096.3828	12036.3574	11676.3291	11864.793	12219.1914	13414.5176	11443.4473	10928.2324	13594.6289	13368.043	10904.3438	NaN	12274.7822
2.535	12694.0459	13031.8164	13591.208	NaN	NaN	NaN	NaN	11422.8203	12771.0352	11999.3711	12333.4023	15276.9473	12619.25	10607.5967	11601.1025	11831.5635	11476.4189	11785.0508	12293.6172	11001.0107	11453.2998	12829.4404	NaN	NaN	13219.0635	12578.1494	10830.6367	NaN	11827.9893
2.6684	11144.0215	12378.3789	NaN	NaN	NaN	NaN	NaN	NaN	12290.8027	11595.9766	12089.7188	14558.9229	13049.5449	10925.3955	11431.9492	11322.6357	NaN	NaN	NaN	NaN	NaN	12107.2871	NaN	NaN	12567.9043	12264	10436.9121	NaN	11554.5771
2.8019	11183.2275	11965.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11473.0234	13390.8584	NaN	10358.5068	11446.0303	11695.7666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12849.9736	NaN	NaN	NaN	NaN
2.9353	11413.3057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13038.6055	NaN	9724.4893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
